tweet_text,cleaned_text,label,disaster_type
"RT @SwiftInstinct: Swifties, Pray for the Philippines, about the earthquake yesterday and for the people affected there.",swifties pray philippine earthquake yesterday people affected,2,Earthquake
Strong earthquake off Guatemala kills at least 48 - A strong earthquake off the coast of Guatemala killed at least 4... http://t.co/uyL6SAdu,strong earthquake guatemala kill least strong earthquake coast guatemala killed least,2,Earthquake
CNN has incredible footage of a meteor breaking up over Russia: http://t.co/yPWTbgTa Along with the requisite we're all doomed stuff.,cnn incredible footage meteor breaking russia along requisite doomed stuff,7,Meteor
"“@Earth_Pics: Meteor Russia Fri, 02-15-2013. http://t.co/w5QZTPmx ” @FS_Ibrahim",meteor russia fri,7,Meteor
"RT @ibnlive: Bangladesh factory building collapse death toll hits 1,021 http://t.co/vMaMofroIp #Bangladesh",bangladesh factory building collapse death toll hit bangladesh,1,Building Collapse
#prayforboston This has to be stopped. Sensless violence.,prayforboston stopped sensless violence,0,Bombing
RT @senityz: @slimweixin: This couple seriously YOLO. LOL #sghaze http://t.co/YWLOEZp9gN,couple seriously yolo lol sghaze,6,Haze
"RT @JosephSerna: This is the first TSA agent to die in the line of duty, officials said. #LAX shooting.",first tsa agent die line duty official said lax shooting,8,Shooting
"Lots of resources to help residents with flood recovery efforts on our website. Visit http://t.co/mBL9iCzo55. #WaldoFlood, #COflood",lot resource help resident flood recovery effort website visit waldoflood coflood,5,Flood
"RT @TieDyeTheSea: A helicopter crashed into a pub in Glasgow, killing people Paul Walker died today's storm-people died Nelson Mandela died…",helicopter crashed pub glasgow killing people paul walker died today stormpeople died nelson mandela,9,Transportation Accident
RT @LeticiaBongnino: Korea has Psy.  USA has Jay-Z.  Singapore has PSI and Hay-Z  #sghaze,korea psy usa jayz singapore psi hayz sghaze,6,Haze
RT @LouMRobertson: #CapitalReports police Scotland confirm two officers and civilian pilot were on board #helicopter which crashed into #cl…,capitalreports police scotland confirm two officer civilian pilot board helicopter crashed,9,Transportation Accident
"RT @MlTTR0MNEY: As Colorado Springs burns, it must give them peace of mind that they laid off firefighters for slightly lower taxes. htt ...",colorado spring burn must give peace mind laid firefighter slightly lower tax htt,11,Wildfire
RT @TIME: At least four dead and 60 injured in NYC train derailment http://t.co/clVrzuzgDW,least four dead injured nyc train derailment,9,Transportation Accident
RT @MattSantomarco: RT @coloradowx: SOBERING: The #HighParkFire has now grown to over 56 square miles. All of #Denver is 44 square miles ...,sobering highparkfire grown square mile denver square mile,11,Wildfire
RT @eRTme: 245 people dead in Brazil nightclub fire http://t.co/UBTFbyhK #NY #NYC,people dead brazil nightclub fire ny nyc,4,Fire
RT @reporterherald: Red Cross aid distribution center for #HighParkFire set up in old Mervyns building at Foothills Mall. http://t.co/uM ...,red cross aid distribution center highparkfire set old mervyns building foothill mall,11,Wildfire
RT @BBCNews: Unconfirmed reports that police #helicopter was involved in Glasgow crash http://t.co/k7gCz0VvcK #Clutha,unconfirmed report police helicopter involved glasgow crash clutha,9,Transportation Accident
To all the Emergency crews in Colorado Springs. Be Brave and Godspeed! It is hell there right now. #firebrea http://t.co/NIZgjHmQ,emergency crew colorado spring brave godspeed hell right firebrea,11,Wildfire
"RT @SchoolprobIems: Weather Hot, We complain, Weather Cold, We complain, Now got haze, We complain. If Singapore got snow, Will complain or…",weather hot complain weather cold complain got haze complain singapore got snow complain,6,Haze
NSW Premier Barry O'Farrell says Defence stopped aircraft flying over area because of those exploding ordinances. #nswfires @abcnews,nsw premier barry ofarrell say defence stopped aircraft flying area exploding ordinance nswfires,11,Wildfire
RT @DeLanaHarvick: oh my gosh! prayers 4 all RT @cowboycerrone: This crazy fire at my moms house in Colorado Springs! She had to evacuat ...,oh gosh prayer crazy fire mom house colorado spring evacuat,11,Wildfire
"So sad 2 wake up 2 the news of the Glasgow helicopter crash. Thoughts r with the people of Glasgow, the injured &amp; relatives of those missing",sad wake news glasgow helicopter crash thought people glasgow injured relative missing,9,Transportation Accident
@Redithlabi reports on a Russian meteor.,report russian meteor,7,Meteor
RT @AndrewBGreene: Australian Medical Association says there's been a 20 percent increase in asthma cases reported since #nswbushfires @ABC…,australian medical association say percent increase asthma case reported since nswbushfires,11,Wildfire
High Park Fire 2012: Colorado Blaze Burns Record Number Of Homes: DENVER -- Additional crews were arriving Satur... http://t.co/sujgYpDy,high park fire colorado blaze burn record number home denver additional crew arriving satur,11,Wildfire
RT @curren96: #peoplewater is donating $1 on instagram per repost to the #Philippines of this pic. #TyphoonHaiyan #charity http://t.co/kUQq…,peoplewater donating instagram per repost philippine pic typhoonhaiyan charity,10,Typhoon
I asked my dad how hes doing when I woke up this morning and his exact words were physically great but emotionally not good #prayforboston,asked dad he woke morning exact word physically great emotionally good prayforboston,0,Bombing
"#Earthquake M 4.9 - 8km SW of Bagacay, Philippines: DYFI? - VTime2013-10-19 20:40:42 UTC2013-10-20 04:40:42 +0... http://t.co/MaVWi0ym42",earthquake km sw bagacay philippine dyfi vtime utc,2,Earthquake
"RT @BuzzFeedAndrew West, Texas explosion registered as earthquake . via @passantino http://t.co/7NKwQU3M1f  #fb ",west texas explosion registered earthquake via fb,3,Explosion
"Huge Train Explosion And Fire In Lac-Mégantic, Quebec:  If video doesn’t work click here. http://t.co/zDjRwyorfj @stuffwecmeupwit",huge train explosion fire lacmégantic quebec video work click,9,Transportation Accident
RT @JohnCLipes: #метеорит videos show that Russians are afraid of NOTHING! Drivers listen to music and drive towards the light! (Serious ...,метеорит video show russian afraid nothing driver listen music drive towards light serious,7,Meteor
Suspect held as guard killed in airport shooting - Herald.ie http://t.co/ZkWRWp3Tn5 (Latest) #football,suspect held guard killed airport shooting heraldie latest football,8,Shooting
Thought's &amp; prayers go out to people who were affected by the Bronx train derailment in New York.,thought prayer go people affected bronx train derailment new york,9,Transportation Accident
@Fan960Steinberg build the next arena on higher ground? #Flames #yycflood,build next arena higher ground flame yycflood,5,Flood
Indeed. Terrible news RT @Kimbo_Ramplin: Oh man … Susan Templeman (was ALP Candidate for Macquarie) has lost her home. #nswfires,indeed terrible news oh man susan templeman alp candidate macquarie lost home nswfires,11,Wildfire
RT @theqldpremier: UPDATE SCHOOL CLOSURES: An updated school closures list is available now at http://t.co/SJftSrAB - PT #bigwet,update school closure updated school closure list available pt bigwet,5,Flood
"NYC train derailment kills 4, hurts more than 60 http://t.co/TDfoCWvnrt [AP #news]",nyc train derailment kill hurt ap news,9,Transportation Accident
RT @KoolSloth: R.I.P to this beautiful little girl. You’re with the angels now. #prayforboston http://t.co/IU27D2r2i7,rip beautiful little girl angel prayforboston,0,Bombing
"As someone who flies all the time... And is currently in an airport, this LAX situation is unnerving.",someone fly time currently airport lax situation unnerving,8,Shooting
RT @alliharvard: i just heard about the earthquake in the philippines! i hope everyone is okay ♡,heard earthquake philippine hope everyone okay,2,Earthquake
RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,sad hear nightclub fire brazil tragedy praying everyone affected,4,Fire
RT @sunny_hundal: 'Primark and Bonmarché were... buying products made by people working in a death trap' http://t.co/CB0HhxwBwj #bangladesh…,primark bonmarché buying product made people working death trap,1,Building Collapse
"RT @612brisbane: Central, Fortitude Valley and Bowen Hills train stations have now reopened http://t.co/zrITVVrt #bigwet #qldfloods",central fortitude valley bowen hill train station reopened bigwet qldfloods,5,Flood
"RT @robrfs: Total fire bans are being declared in greater Sydney, Greater Hunter, Illawarra and Central ranges until further notice due to …",total fire ban declared greater sydney greater hunter illawarra central range notice due,11,Wildfire
RT @gmanews: Monsoon rains to continue despite #MaringPH's departure from PAR http://t.co/inbc7oOYLE,monsoon rain continue despite maringphs departure par,5,Flood
Poor visibility in #coloradosprings due 2 smoke being blown across city. #waldocanyonfire #waldofire,poor visibility coloradosprings due smoke blown across city waldocanyonfire waldofire,11,Wildfire
RT @BoulderCh1News: scanner #boulderflood reports Lee Road rock slide road is closed,scanner boulderflood report lee road rock slide road closed,5,Flood
Thanks god all my relatives in bohol are okay...keep safe always. #PrayForVisayas,thanks god relative bohol okaykeep safe always prayforvisayas,2,Earthquake
Colorado flooding could help keep tourists away: DENVER (AP) — Little more than a year after Colorado Gov. Joh... http://t.co/FvzqCVgHhm,colorado flooding could help keep tourist away denver ap little year colorado gov joh,5,Flood
"RT @WWLTV: Heavy rains expected this afternoon, and the latest update on three arrests in the Boston Bombing in a few minutes on the Eyewit…",heavy rain expected afternoon latest update three arrest boston bombing minute,0,Bombing
RT @HuffingtonPost: WATCH: Horrifying video of Texas fertilizer plant explosion http://t.co/8RGalQkRE9,watch horrifying video texas fertilizer plant explosion,3,Explosion
"RT @JojoMalig: Army confirms 43 dead, 23 injured in ComVal flashflood. The dead include soldiers. #PabloPH",army confirms dead injured comval flashflood dead include soldier pabloph,10,Typhoon
RT @BostonGlobe: BREAKING NEWS: Three people taken into custody in New Bedford as part of Boston Marathon terror bombing investigation.,breaking news three people taken custody new bedford part boston marathon terror bombing investigation,0,Bombing
RT @RT_com: #Meteor dash cam: Amazing VIDEO of Russian meteorite ripping through skies http://t.co/AJoqyzZD #RussianMeteor #метеорит,meteor dash cam amazing video russian meteorite ripping sky russianmeteor метеорит,7,Meteor
"Everyone is going to think that meteor that hit Russia is the asteroid that is flying by us today. Its not, but damn http://t.co/57waJvry",everyone going think meteor hit russia asteroid flying u today damn,7,Meteor
RT @ddlovato: So sad to hear about the nightclub fire in Brazil. Such a tragedy. Praying for everyone affected down there.,sad hear nightclub fire brazil tragedy praying everyone affected,4,Fire
RT @b_petty14: The line to give blood. So cool to watch how people come together in times of tragedy. #PrayforWest http://t.co/m0dNFoPQIM,line give blood cool watch people come together time tragedy prayforwest,3,Explosion
"RT @AP: BREAKING: N.Y. Gov. Cuomo says 4 people dead, 63 injured in Metro-North train derailment in the Bronx.",breaking ny gov cuomo say people dead injured metronorth train derailment bronx,9,Transportation Accident
RT @TJuva: Sunday's fatal derailment is the first in #MetroNorth history. Get the latest updates here:http://t.co/ZdQZuzmGhl  #lohud #spuyt…,sunday fatal derailment first metronorth history get latest update lohud,9,Transportation Accident
RT @MorayMP: Such sad news from Glasgow. Thoughts with all those affected and appreciation to all responders #Clutha   http://t.co/Ireu3fPr…,sad news glasgow thought affected appreciation responder clutha,9,Transportation Accident
"RT @KAMCNews: Officials are saying to please be careful of groups collecting money for West, Texas relief.   Fake charities and... http: ...",official saying please careful group collecting money west texas relief fake charity http,3,Explosion
